t_s,v_ms,f_ZZ_Hz,f_REF_Hz,H_eff_s,P_gov_MW,omega0_rads,Pelec0_MW,Pzz0_kW,lam0,omega1_rads,Pelec1_MW,Pzz1_kW,lam1,omega2_rads,Pelec2_MW,Pzz2_kW,lam2,omega3_rads,Pelec3_MW,Pzz3_kW,lam3,omega4_rads,Pelec4_MW,Pzz4_kW,lam4
75.1,11.607,49.87741,49.87735,4.008703,97.6873,1.1762,4.789,56.4,6.076,1.1844,4.992,-56.4,6.124,1.1845,4.9924,-56.4,6.124,1.1762,4.7906,56.4,6.076,1.1803,4.8898,0.0,6.1
75.12,11.611,49.87739,49.87733,4.008707,97.6889,1.1769,4.8057,67.602,6.078,1.1842,4.9867,-67.602,6.12,1.1842,4.9871,-67.602,6.12,1.177,4.8073,67.602,6.078,1.1805,4.8955,0.0,6.099
75.14,11.616,49.87737,49.87731,4.008711,97.6905,1.1777,4.8225,78.76,6.079,1.1839,4.9813,-78.76,6.117,1.184,4.9817,-78.76,6.117,1.1778,4.8242,78.76,6.08,1.1808,4.9011,0.0,6.098
75.16,11.621,49.87734,49.87729,4.008715,97.6921,1.1785,4.8394,89.869,6.081,1.1837,4.9758,-89.869,6.113,1.1837,4.9761,-89.869,6.113,1.1786,4.8411,89.869,6.081,1.1811,4.9068,0.0,6.097
75.18,11.625,49.87732,49.87726,4.008719,97.6939,1.1793,4.8564,100.922,6.082,1.1834,4.9703,-100.922,6.109,1.1834,4.9705,-100.922,6.109,1.1793,4.8581,100.922,6.083,1.1813,4.9124,0.0,6.096
75.2,11.63,49.8773,49.87724,4.008723,97.6957,1.18,4.8734,111.91,6.084,1.1832,4.9646,-111.91,6.105,1.1832,4.9649,-111.91,6.105,1.1801,4.8752,111.91,6.084,1.1816,4.9181,0.0,6.094
75.22,11.635,49.87728,49.87722,4.008726,97.6975,1.1808,4.8905,122.828,6.086,1.1829,4.9589,-122.828,6.102,1.1829,4.9591,-122.828,6.102,1.1809,4.8923,122.828,6.086,1.1818,4.9237,0.0,6.093
75.24,11.639,49.87726,49.8772,4.00873,97.6994,1.1816,4.9077,133.669,6.087,1.1826,4.9531,-133.669,6.098,1.1827,4.9533,-133.669,6.098,1.1817,4.9095,133.669,6.088,1.1821,4.9293,0.0,6.092
75.26,11.644,49.87724,49.87718,4.008734,97.7014,1.1824,4.9248,144.425,6.089,1.1824,4.9473,-144.425,6.094,1.1824,4.9474,-144.425,6.094,1.1825,4.9267,144.425,6.089,1.1823,4.9349,0.0,6.091
75.28,11.648,49.87722,49.87716,4.008738,97.7034,1.1832,4.942,155.089,6.09,1.1821,4.9414,-155.089,6.09,1.1821,4.9415,-155.089,6.09,1.1833,4.9439,155.089,6.091,1.1826,4.9405,0.0,6.09
75.3,11.653,49.8772,49.87714,4.008742,97.7055,1.184,4.9592,165.656,6.092,1.1818,4.9355,-165.656,6.086,1.1818,4.9356,-165.656,6.087,1.1841,4.9612,165.656,6.093,1.1828,4.9461,0.0,6.089
75.32,11.658,49.87718,49.87712,4.008745,97.7077,1.1848,4.9765,176.118,6.094,1.1816,4.9295,-176.118,6.083,1.1816,4.9296,-176.118,6.083,1.1848,4.9784,176.118,6.094,1.1831,4.9517,0.0,6.088
75.34,11.662,49.87716,49.8771,4.008749,97.7099,1.1855,4.9937,186.469,6.095,1.1813,4.9235,-186.469,6.079,1.1813,4.9236,-186.469,6.079,1.1856,4.9956,186.469,6.096,1.1834,4.9572,0.0,6.087
75.36,11.667,49.87714,49.87708,4.008753,97.7121,1.1863,5.0109,196.702,6.097,1.181,4.9176,-196.702,6.075,1.181,4.9176,-196.702,6.075,1.1864,5.0129,196.702,6.098,1.1836,4.9628,0.0,6.086
75.38,11.671,49.87712,49.87706,4.008757,97.7144,1.1871,5.0281,206.811,6.099,1.1807,4.9116,-206.811,6.071,1.1807,4.9116,-206.811,6.071,1.1872,5.0301,206.811,6.099,1.1839,4.9683,0.0,6.085
75.4,11.676,49.8771,49.87704,4.008761,97.7168,1.1879,5.0452,216.789,6.1,1.1805,4.9056,-216.789,6.068,1.1805,4.9056,-216.789,6.068,1.188,5.0472,216.789,6.101,1.1841,4.9739,0.0,6.084
75.42,11.68,49.87708,49.87702,4.008764,97.7192,1.1886,5.0624,226.63,6.102,1.1802,4.8996,-226.63,6.064,1.1802,4.8997,-226.63,6.064,1.1887,5.0644,226.63,6.102,1.1844,4.9794,0.0,6.083
75.44,11.685,49.87706,49.87701,4.008768,97.7217,1.1894,5.0794,236.329,6.104,1.1799,4.8937,-236.329,6.06,1.1799,4.8937,-236.329,6.06,1.1895,5.0814,236.329,6.104,1.1846,4.9849,0.0,6.082
75.46,11.689,49.87704,49.87699,4.008772,97.7242,1.1902,5.0964,245.877,6.105,1.1797,4.8878,-245.877,6.057,1.1797,4.8878,-245.877,6.057,1.1903,5.0985,245.877,6.106,1.1849,4.9904,0.0,6.081
75.48,11.694,49.87702,49.87697,4.008775,97.7267,1.1909,5.1134,255.271,6.107,1.1794,4.8819,-255.271,6.053,1.1794,4.8819,-255.271,6.053,1.191,5.1154,255.271,6.107,1.1851,4.9959,0.0,6.08
75.5,11.698,49.877,49.87695,4.008779,97.7294,1.1917,5.1303,264.503,6.108,1.1791,4.8761,-264.503,6.049,1.1791,4.8761,-264.503,6.049,1.1918,5.1323,264.503,6.109,1.1854,5.0014,0.0,6.079
75.52,11.702,49.87699,49.87693,4.008783,97.732,1.1925,5.1471,273.569,6.11,1.1789,4.8703,-273.569,6.046,1.1789,4.8703,-273.569,6.046,1.1925,5.1491,273.569,6.11,1.1856,5.0069,0.0,6.077
75.54,11.707,49.87697,49.87691,4.008786,97.7347,1.1932,5.1638,282.461,6.112,1.1786,4.8646,-282.461,6.042,1.1786,4.8646,-282.461,6.042,1.1933,5.1658,282.461,6.112,1.1859,5.0123,0.0,6.076
75.56,11.711,49.87695,49.8769,4.00879,97.7375,1.1939,5.1804,291.175,6.113,1.1783,4.859,-291.175,6.038,1.1783,4.859,-291.175,6.038,1.194,5.1824,291.175,6.114,1.1861,5.0178,0.0,6.075
75.58,11.716,49.87693,49.87688,4.008794,97.7403,1.1947,5.1969,299.705,6.115,1.1781,4.8534,-299.705,6.035,1.1781,4.8534,-299.705,6.035,1.1948,5.1989,299.705,6.115,1.1863,5.0232,0.0,6.074
75.6,11.72,49.87691,49.87686,4.008797,97.7432,1.1954,5.2132,308.046,6.116,1.1778,4.8479,-308.046,6.031,1.1779,4.8479,-308.046,6.031,1.1955,5.2153,308.046,6.117,1.1866,5.0287,0.0,6.073
75.62,11.724,49.8769,49.87684,4.008801,97.7461,1.1961,5.2295,316.192,6.118,1.1776,4.8425,-316.192,6.028,1.1776,4.8425,-316.192,6.028,1.1962,5.2315,316.192,6.118,1.1868,5.0341,0.0,6.072
75.64,11.729,49.87688,49.87683,4.008805,97.749,1.1968,5.2456,324.139,6.119,1.1774,4.8372,-324.139,6.024,1.1774,4.8373,-324.139,6.024,1.1969,5.2477,324.139,6.119,1.1871,5.0395,0.0,6.071
75.66,11.733,49.87686,49.87681,4.008808,97.752,1.1976,5.2616,331.881,6.12,1.1771,4.8321,-331.881,6.021,1.1771,4.8321,-331.881,6.021,1.1976,5.2637,331.881,6.121,1.1873,5.0449,0.0,6.07
75.68,11.737,49.87685,49.87679,4.008812,97.755,1.1983,5.2775,339.413,6.122,1.1769,4.827,-339.413,6.017,1.1769,4.827,-339.413,6.017,1.1983,5.2795,339.413,6.122,1.1876,5.0503,0.0,6.069
75.7,11.742,49.87683,49.87678,4.008815,97.7581,1.1989,5.2932,346.731,6.123,1.1767,4.822,-346.731,6.014,1.1767,4.8221,-346.731,6.014,1.199,5.2952,346.731,6.124,1.1878,5.0556,0.0,6.068
75.72,11.746,49.87681,49.87676,4.008819,97.7612,1.1996,5.3087,353.83,6.124,1.1765,4.8172,-353.83,6.011,1.1765,4.8173,-353.83,6.011,1.1997,5.3107,353.83,6.125,1.1881,5.061,0.0,6.067
75.74,11.75,49.8768,49.87675,4.008823,97.7644,1.2003,5.3241,360.705,6.126,1.1763,4.8125,-360.705,6.007,1.1763,4.8126,-360.705,6.007,1.2004,5.3261,360.705,6.126,1.1883,5.0664,0.0,6.067
75.76,11.755,49.87678,49.87673,4.008826,97.7676,1.201,5.3393,367.353,6.127,1.1761,4.808,-367.353,6.004,1.1761,4.8081,-367.353,6.004,1.2011,5.3413,367.353,6.127,1.1885,5.0717,0.0,6.066
75.78,11.759,49.87676,49.87671,4.00883,97.7708,1.2016,5.3543,373.768,6.128,1.1759,4.8036,-373.768,6.001,1.1759,4.8037,-373.768,6.001,1.2017,5.3563,373.768,6.129,1.1888,5.077,0.0,6.065
75.8,11.763,49.87675,49.8767,4.008833,97.7741,1.2023,5.3692,379.948,6.129,1.1757,4.7993,-379.948,5.998,1.1757,4.7995,-379.948,5.998,1.2024,5.3711,379.948,6.13,1.189,5.0823,0.0,6.064
75.82,11.767,49.87673,49.87668,4.008837,97.7774,1.2029,5.3838,385.887,6.13,1.1755,4.7952,-385.887,5.995,1.1755,4.7954,-385.887,5.995,1.203,5.3857,385.887,6.131,1.1893,5.0876,0.0,6.063
75.84,11.771,49.87672,49.87667,4.00884,97.7807,1.2036,5.3983,391.583,6.131,1.1753,4.7913,-391.583,5.992,1.1753,4.7915,-391.583,5.992,1.2036,5.4001,391.583,6.132,1.1895,5.0929,0.0,6.062
75.86,11.776,49.8767,49.87666,4.008844,97.7841,1.2042,5.4125,397.031,6.132,1.1752,4.7875,-397.031,5.989,1.1752,4.7878,-397.031,5.989,1.2043,5.4143,397.031,6.133,1.1897,5.0982,0.0,6.061
75.88,11.78,49.87669,49.87664,4.008847,97.7875,1.2048,5.4266,402.229,6.133,1.175,4.784,-402.229,5.986,1.175,4.7842,-402.229,5.986,1.2049,5.4283,402.229,6.134,1.19,5.1034,0.0,6.06
75.9,11.784,49.87667,49.87663,4.008851,97.791,1.2054,5.4404,407.172,6.134,1.1749,4.7806,-407.172,5.983,1.1749,4.7809,-407.172,5.983,1.2055,5.4421,407.172,6.135,1.1902,5.1087,0.0,6.059
75.92,11.788,49.87666,49.87661,4.008854,97.7944,1.206,5.454,411.859,6.135,1.1747,4.7774,-411.859,5.98,1.1747,4.7777,-411.859,5.98,1.2061,5.4557,411.859,6.136,1.1904,5.1139,0.0,6.058
75.94,11.792,49.87665,49.8766,4.008858,97.7979,1.2066,5.4673,416.285,6.136,1.1746,4.7743,-416.285,5.977,1.1746,4.7747,-416.285,5.977,1.2066,5.469,416.285,6.137,1.1907,5.1192,0.0,6.057
75.96,11.796,49.87663,49.87659,4.008861,97.8015,1.2071,5.4805,420.448,6.137,1.1745,4.7715,-420.448,5.974,1.1745,4.7719,-420.448,5.974,1.2072,5.4821,420.448,6.137,1.1909,5.1244,0.0,6.056
75.98,11.801,49.87662,49.87657,4.008864,97.8051,1.2077,5.4933,424.346,6.138,1.1744,4.7689,-424.346,5.972,1.1744,4.7694,-424.346,5.972,1.2078,5.4949,424.346,6.138,1.1911,5.1296,0.0,6.055
76.0,11.805,49.87661,49.87656,4.008868,97.8087,1.2082,5.506,427.975,6.138,1.1743,4.7665,-427.975,5.969,1.1743,4.767,-427.975,5.969,1.2083,5.5075,427.975,6.139,1.1914,5.1348,0.0,6.054
76.02,11.809,49.87659,49.87655,4.008871,97.8123,1.2088,5.5184,431.335,6.139,1.1742,4.7644,-431.335,5.966,1.1742,4.7649,-431.335,5.966,1.2088,5.5199,431.335,6.139,1.1916,5.1399,0.0,6.053
76.04,11.813,49.87658,49.87654,4.008875,97.8159,1.2093,5.5305,434.422,6.14,1.1741,4.7624,-434.422,5.964,1.1741,4.763,-434.422,5.964,1.2094,5.532,434.422,6.14,1.1918,5.1451,0.0,6.052
76.06,11.817,49.87657,49.87652,4.008878,97.8196,1.2098,5.5424,437.234,6.14,1.174,4.7607,-437.234,5.961,1.174,4.7613,-437.234,5.962,1.2099,5.5438,437.234,6.141,1.1921,5.1502,0.0,6.052
76.08,11.821,49.87656,49.87651,4.008881,97.8233,1.2103,5.554,439.771,6.141,1.174,4.7592,-439.771,5.959,1.174,4.7598,-439.771,5.959,1.2104,5.5554,439.771,6.141,1.1923,5.1554,0.0,6.051
76.1,11.825,49.87654,49.8765,4.008885,97.8271,1.2108,5.5654,442.029,6.141,1.1739,4.7579,-442.029,5.957,1.1739,4.7586,-442.029,5.957,1.2109,5.5667,442.029,6.141,1.1925,5.1605,0.0,6.05
76.12,11.829,49.87653,49.87649,4.008888,97.8308,1.2113,5.5765,444.009,6.142,1.1739,4.7569,-444.009,5.954,1.1739,4.7576,-444.009,5.955,1.2113,5.5777,444.009,6.142,1.1928,5.1656,0.0,6.049
76.14,11.833,49.87652,49.87648,4.008892,97.8346,1.2117,5.5873,445.708,6.142,1.1738,4.7561,-445.708,5.952,1.1739,4.7569,-445.708,5.952,1.2118,5.5885,445.708,6.142,1.193,5.1707,0.0,6.048
76.16,11.837,49.87651,49.87647,4.008895,97.8384,1.2122,5.5978,447.125,6.142,1.1738,4.7555,-447.125,5.95,1.1739,4.7564,-447.125,5.95,1.2122,5.599,447.125,6.142,1.1932,5.1757,0.0,6.047
76.18,11.841,49.8765,49.87646,4.008898,97.8422,1.2126,5.6081,448.26,6.142,1.1738,4.7552,-448.26,5.948,1.1739,4.7562,-448.26,5.948,1.2127,5.6092,448.26,6.143,1.1934,5.1808,0.0,6.046
76.2,11.845,49.87649,49.87645,4.008901,97.846,1.213,5.618,449.112,6.143,1.1738,4.7552,-449.112,5.946,1.1739,4.7562,-449.112,5.946,1.2131,5.6191,449.112,6.143,1.1937,5.1858,0.0,6.045
76.22,11.849,49.87648,49.87644,4.008905,97.8499,1.2135,5.6277,449.68,6.143,1.1739,4.7554,-449.68,5.944,1.1739,4.7565,-449.68,5.944,1.2135,5.6287,449.68,6.143,1.1939,5.1909,0.0,6.045
76.24,11.853,49.87647,49.87643,4.008908,97.8538,1.2139,5.6371,449.964,6.143,1.1739,4.7559,-449.964,5.942,1.1739,4.757,-449.964,5.943,1.2139,5.638,449.964,6.143,1.1941,5.1959,0.0,6.044
76.26,11.857,49.87646,49.87642,4.008911,97.8577,1.2113,5.6462,-449.964,6.143,1.177,4.7567,449.964,5.94,1.1771,4.7578,449.964,5.941,1.2113,5.647,-449.964,6.143,1.1943,5.2009,0.0,6.043
76.28,11.861,49.87645,49.87641,4.008915,97.8616,1.2089,5.5873,-449.68,6.128,1.1799,4.8242,449.68,5.954,1.18,4.8255,449.68,5.955,1.2089,5.588,-449.68,6.128,1.1946,5.2059,0.0,6.042
76.3,11.864,49.87644,49.8764,4.008918,97.8655,1.2067,5.5327,-449.112,6.113,1.1827,4.8878,449.112,5.967,1.1827,4.8891,449.112,5.967,1.2067,5.5335,-449.112,6.114,1.1948,5.2109,0.0,6.041
76.32,11.868,49.87643,49.87639,4.008921,97.8695,1.2046,5.4823,-448.26,6.1,1.1852,4.9476,448.26,5.979,1.1853,4.949,448.26,5.979,1.2046,5.483,-448.26,6.1,1.195,5.2158,0.0,6.04
76.34,11.872,49.87642,49.87638,4.008925,97.8734,1.2027,5.4358,-447.125,6.088,1.1876,5.0038,447.125,5.99,1.1877,5.0053,447.125,5.99,1.2027,5.4364,-447.125,6.088,1.1952,5.2208,0.0,6.039
76.36,11.876,49.87641,49.87637,4.008928,97.8774,1.2009,5.3927,-445.708,6.076,1.1899,5.0567,445.708,6.0,1.1899,5.0582,445.708,6.0,1.2009,5.3933,-445.708,6.076,1.1955,5.2257,0.0,6.039
76.38,11.88,49.8764,49.87637,4.008932,97.8814,1.1993,5.3531,-444.009,6.065,1.192,5.1063,444.009,6.01,1.192,5.1079,444.009,6.01,1.1993,5.3535,-444.009,6.066,1.1957,5.2306,0.0,6.038
76.4,11.884,49.87639,49.87636,4.008935,97.8854,1.1978,5.3165,-442.029,6.055,1.1939,5.1529,442.029,6.018,1.194,5.1545,442.029,6.019,1.1978,5.3169,-442.029,6.055,1.1959,5.2355,0.0,6.037
76.42,11.887,49.87638,49.87635,4.008938,97.8894,1.1964,5.2829,-439.771,6.046,1.1958,5.1966,439.771,6.026,1.1958,5.1983,439.771,6.027,1.1964,5.2832,-439.771,6.046,1.1961,5.2404,0.0,6.036
76.44,11.891,49.87638,49.87634,4.008942,97.8934,1.1951,5.252,-437.234,6.037,1.1975,5.2376,437.234,6.034,1.1976,5.2393,437.234,6.034,1.1952,5.2523,-437.234,6.037,1.1963,5.2453,0.0,6.035
76.46,11.895,49.87637,49.87634,4.008945,97.8974,1.194,5.2236,-434.422,6.029,1.1991,5.2761,434.422,6.04,1.1992,5.2778,434.422,6.041,1.194,5.2239,-434.422,6.029,1.1965,5.2501,0.0,6.035
76.48,11.899,49.87636,49.87633,4.008948,97.9014,1.1929,5.1977,-431.335,6.021,1.2006,5.3121,431.335,6.047,1.2007,5.3139,431.335,6.047,1.1929,5.198,-431.335,6.021,1.1968,5.255,0.0,6.034
76.5,11.902,49.87635,49.87632,4.008952,97.9055,1.1919,5.1741,-427.975,6.014,1.202,5.3458,427.975,6.052,1.2021,5.3477,427.975,6.053,1.192,5.1743,-427.975,6.014,1.197,5.2598,0.0,6.033
76.52,11.906,49.87635,49.87632,4.008955,97.9095,1.1911,5.1525,-424.346,6.007,1.2033,5.3773,424.346,6.057,1.2034,5.3792,424.346,6.058,1.1911,5.1527,-424.346,6.007,1.1972,5.2646,0.0,6.032
76.54,11.91,49.87634,49.87631,4.008958,97.9136,1.1903,5.133,-420.448,6.0,1.2045,5.4068,420.448,6.062,1.2046,5.4088,420.448,6.063,1.1903,5.1331,-420.448,6.001,1.1974,5.2694,0.0,6.031
76.56,11.913,49.87634,49.87631,4.008962,97.9176,1.1896,5.1153,-416.285,5.995,1.2057,5.4344,416.285,6.066,1.2058,5.4363,416.285,6.067,1.1896,5.1154,-416.285,5.995,1.1976,5.2742,0.0,6.031
76.58,11.917,49.87633,49.8763,4.008965,97.9217,1.1889,5.0995,-411.859,5.989,1.2067,5.4601,411.859,6.07,1.2068,5.4621,411.859,6.071,1.1889,5.0996,-411.859,5.989,1.1978,5.2789,0.0,6.03
76.6,11.921,49.87632,49.8763,4.008968,97.9257,1.1883,5.0853,-407.172,5.984,1.2077,5.484,407.172,6.074,1.2078,5.486,407.172,6.074,1.1883,5.0853,-407.172,5.984,1.198,5.2837,0.0,6.029
76.62,11.924,49.87632,49.87629,4.008971,97.9298,1.1878,5.0727,-402.229,5.979,1.2086,5.5064,402.229,6.077,1.2087,5.5084,402.229,6.077,1.1878,5.0727,-402.229,5.979,1.1983,5.2884,0.0,6.028
76.64,11.928,49.87631,49.87629,4.008974,97.9338,1.1874,5.0615,-397.031,5.975,1.2095,5.5271,397.031,6.08,1.2096,5.5291,397.031,6.08,1.1874,5.0616,-397.031,5.975,1.1985,5.2931,0.0,6.027
76.66,11.932,49.87631,49.87628,4.008978,97.9379,1.187,5.0518,-391.583,5.971,1.2103,5.5464,391.583,6.082,1.2104,5.5484,391.583,6.083,1.187,5.0519,-391.583,5.971,1.1987,5.2978,0.0,6.027
76.68,11.935,49.8763,49.87628,4.008981,97.942,1.1867,5.0435,-385.887,5.967,1.211,5.5642,385.887,6.084,1.2111,5.5663,385.887,6.085,1.1867,5.0435,-385.887,5.967,1.1989,5.3025,0.0,6.026
76.7,11.939,49.8763,49.87627,4.008984,97.946,1.1864,5.0363,-379.948,5.964,1.2117,5.5808,379.948,6.086,1.2118,5.5828,379.948,6.087,1.1864,5.0364,-379.948,5.964,1.1991,5.3072,0.0,6.025
76.72,11.942,49.8763,49.87627,4.008987,97.9501,1.1862,5.0304,-373.768,5.961,1.2123,5.5961,373.768,6.088,1.2124,5.5981,373.768,6.088,1.1862,5.0305,-373.768,5.961,1.1993,5.3118,0.0,6.024
76.74,11.946,49.87629,49.87627,4.00899,97.9541,1.186,5.0257,-367.353,5.958,1.2128,5.6101,367.353,6.089,1.2129,5.6122,367.353,6.089,1.186,5.0257,-367.353,5.958,1.1995,5.3165,0.0,6.024
76.76,11.949,49.87629,49.87626,4.008993,97.9582,1.1859,5.022,-360.705,5.955,1.2134,5.6231,360.705,6.09,1.2135,5.6251,360.705,6.09,1.1859,5.022,-360.705,5.955,1.1997,5.3211,0.0,6.023
76.78,11.953,49.87628,49.87626,4.008996,97.9622,1.1858,5.0193,-353.83,5.953,1.2138,5.6349,353.83,6.091,1.2139,5.637,353.83,6.091,1.1858,5.0193,-353.83,5.953,1.1999,5.3257,0.0,6.022
76.8,11.956,49.87628,49.87626,4.008999,97.9663,1.1858,5.0176,-346.731,5.951,1.2143,5.6458,346.731,6.091,1.2144,5.6478,346.731,6.092,1.1858,5.0177,-346.731,5.951,1.2001,5.3303,0.0,6.021
76.82,11.96,49.87628,49.87626,4.009002,97.9703,1.1858,5.0168,-339.413,5.949,1.2147,5.6556,339.413,6.092,1.2147,5.6576,339.413,6.092,1.1858,5.0169,-339.413,5.949,1.2003,5.3348,0.0,6.021
76.84,11.963,49.87628,49.87625,4.009005,97.9743,1.1859,5.0169,-331.881,5.947,1.215,5.6645,331.881,6.092,1.2151,5.6665,331.881,6.092,1.1859,5.017,-331.881,5.947,1.2005,5.3394,0.0,6.02
76.86,11.967,49.87627,49.87625,4.009008,97.9784,1.1859,5.0179,-324.139,5.946,1.2153,5.6726,324.139,6.092,1.2154,5.6745,324.139,6.092,1.1859,5.018,-324.139,5.946,1.2007,5.3439,0.0,6.019
76.88,11.97,49.87627,49.87625,4.009011,97.9824,1.186,5.0196,-316.192,5.945,1.2156,5.6798,316.192,6.092,1.2157,5.6817,316.192,6.092,1.1861,5.0197,-316.192,5.945,1.2009,5.3485,0.0,6.019
76.9,11.973,49.87627,49.87625,4.009014,97.9864,1.1862,5.0221,-308.046,5.943,1.2159,5.6862,308.046,6.091,1.2159,5.6881,308.046,6.092,1.1862,5.0223,-308.046,5.943,1.2011,5.353,0.0,6.018
76.92,11.977,49.87627,49.87625,4.009017,97.9904,1.1864,5.0253,-299.705,5.942,1.2161,5.6918,299.705,6.091,1.2161,5.6937,299.705,6.091,1.1864,5.0255,-299.705,5.942,1.2013,5.3574,0.0,6.017
76.94,11.98,49.87627,49.87625,4.00902,97.9944,1.1866,5.0292,-291.175,5.942,1.2162,5.6967,291.175,6.09,1.2163,5.6986,291.175,6.091,1.1866,5.0295,-291.175,5.942,1.2015,5.3619,0.0,6.016
76.96,11.984,49.87627,49.87625,4.009023,97.9983,1.1868,5.0338,-282.461,5.941,1.2164,5.7009,282.461,6.09,1.2165,5.7027,282.461,6.09,1.1868,5.0341,-282.461,5.941,1.2017,5.3664,0.0,6.016
76.98,11.987,49.87626,49.87625,4.009026,98.0023,1.1871,5.039,-273.569,5.941,1.2165,5.7045,273.569,6.089,1.2166,5.7063,273.569,6.089,1.1871,5.0393,-273.569,5.941,1.2019,5.3708,0.0,6.015
77.0,11.99,49.87626,49.87625,4.009029,98.0062,1.1874,5.0448,-264.503,5.94,1.2166,5.7074,264.503,6.088,1.2167,5.7091,264.503,6.088,1.1874,5.0451,-264.503,5.94,1.2021,5.3752,0.0,6.014
77.02,11.994,49.87626,49.87625,4.009032,98.0102,1.1877,5.0511,-255.271,5.94,1.2167,5.7097,255.271,6.086,1.2168,5.7114,255.271,6.087,1.1877,5.0515,-255.271,5.94,1.2023,5.3796,0.0,6.014
77.04,11.997,49.87626,49.87625,4.009035,98.0141,1.188,5.0581,-245.877,5.94,1.2168,5.7114,245.877,6.085,1.2168,5.7131,245.877,6.085,1.188,5.0585,-245.877,5.94,1.2025,5.384,0.0,6.013
77.06,12.0,49.87626,49.87625,4.009037,98.018,1.1884,5.0655,-236.329,5.94,1.2168,5.7126,236.329,6.084,1.2169,5.7142,236.329,6.084,1.1884,5.0659,-236.329,5.94,1.2027,5.3883,0.0,6.012
77.08,12.003,49.87626,49.87625,4.00904,98.0219,1.1888,5.0734,-226.63,5.94,1.2168,5.7132,226.63,6.082,1.2169,5.7148,226.63,6.083,1.1888,5.0739,-226.63,5.94,1.2029,5.3927,0.0,6.012
77.1,12.007,49.87626,49.87625,4.009043,98.0257,1.1892,5.0818,-216.789,5.94,1.2168,5.7134,216.789,6.081,1.2168,5.7149,216.789,6.081,1.1892,5.0824,-216.789,5.941,1.2031,5.397,0.0,6.011
77.12,12.01,49.87627,49.87625,4.009046,98.0296,1.1896,5.0907,-206.811,5.941,1.2167,5.713,206.811,6.079,1.2168,5.7145,206.811,6.079,1.1896,5.0913,-206.811,5.941,1.2033,5.4013,0.0,6.01
77.14,12.013,49.87627,49.87626,4.009049,98.0334,1.19,5.1,-196.702,5.941,1.2167,5.7122,196.702,6.077,1.2167,5.7137,196.702,6.077,1.19,5.1006,-196.702,5.942,1.2034,5.4056,0.0,6.01
77.16,12.016,49.87627,49.87626,4.009052,98.0372,1.1905,5.1097,-186.469,5.942,1.2166,5.711,186.469,6.075,1.2167,5.7124,186.469,6.075,1.1905,5.1104,-186.469,5.942,1.2036,5.4099,0.0,6.009
77.18,12.019,49.87627,49.87626,4.009055,98.041,1.1909,5.1198,-176.118,5.943,1.2165,5.7093,176.118,6.073,1.2166,5.7107,176.118,6.074,1.191,5.1206,-176.118,5.943,1.2038,5.4141,0.0,6.008
77.2,12.023,49.87627,49.87626,4.009057,98.0448,1.1914,5.1303,-165.656,5.944,1.2164,5.7072,165.656,6.071,1.2165,5.7085,165.656,6.071,1.1915,5.1311,-165.656,5.944,1.204,5.4184,0.0,6.008
77.22,12.026,49.87627,49.87626,4.00906,98.0485,1.1919,5.1412,-155.089,5.944,1.2163,5.7048,155.089,6.069,1.2163,5.706,155.089,6.069,1.192,5.142,-155.089,5.945,1.2042,5.4226,0.0,6.007
77.24,12.029,49.87628,49.87627,4.009063,98.0523,1.1925,5.1524,-144.425,5.945,1.2162,5.7019,144.425,6.067,1.2162,5.7031,144.425,6.067,1.1925,5.1532,-144.425,5.946,1.2044,5.4268,0.0,6.007
77.26,12.032,49.87628,49.87627,4.009066,98.056,1.193,5.1639,-133.669,5.946,1.216,5.6987,133.669,6.065,1.216,5.6999,133.669,6.065,1.193,5.1648,-133.669,5.947,1.2046,5.431,0.0,6.006
77.28,12.035,49.87628,49.87627,4.009069,98.0597,1.1935,5.1757,-122.828,5.948,1.2158,5.6952,122.828,6.062,1.2159,5.6963,122.828,6.063,1.1936,5.1767,-122.828,5.948,1.2048,5.4351,0.0,6.005
77.3,12.038,49.87628,49.87628,4.009071,98.0633,1.1941,5.1878,-111.91,5.949,1.2156,5.6914,111.91,6.06,1.2157,5.6924,111.91,6.06,1.1941,5.1889,-111.91,5.949,1.2049,5.4393,0.0,6.005
77.32,12.041,49.87629,49.87628,4.009074,98.067,1.1947,5.2003,-100.922,5.95,1.2155,5.6872,100.922,6.057,1.2155,5.6882,100.922,6.058,1.1947,5.2013,-100.922,5.95,1.2051,5.4434,0.0,6.004
77.34,12.044,49.87629,49.87629,4.009077,98.0706,1.1952,5.2129,-89.869,5.951,1.2152,5.6828,89.869,6.055,1.2153,5.6837,89.869,6.055,1.1953,5.214,-89.869,5.952,1.2053,5.4475,0.0,6.003
77.36,12.047,49.87629,49.87629,4.00908,98.0742,1.1958,5.2259,-78.76,5.953,1.215,5.678,78.76,6.052,1.2151,5.679,78.76,6.053,1.1959,5.227,-78.76,5.953,1.2055,5.4516,0.0,6.003
77.38,12.05,49.8763,49.87629,4.009083,98.0777,1.1964,5.239,-67.602,5.954,1.2148,5.673,67.602,6.05,1.2148,5.6739,67.602,6.05,1.1965,5.2402,-67.602,5.954,1.2057,5.4557,0.0,6.002
77.4,12.053,49.8763,49.8763,4.009085,98.0813,1.197,5.2524,-56.4,5.956,1.2146,5.6678,56.4,6.047,1.2146,5.6686,56.4,6.047,1.1971,5.2537,-56.4,5.956,1.2058,5.4597,0.0,6.002
